Country,Year,Attack Type,Target Industry,Financial Loss (in Million $),Number of Affected Users,Attack Source,Security Vulnerability Type,Defense Mechanism Used,Incident Resolution Time (in Hours),attack_severity_factor,Financial Loss (in Million $)_norm,Number of Affected Users_norm,Incident Resolution Time (in Hours)_norm,risk_score,severity_cluster,Severity
UK,2016,Ransomware,Banking,92.39,61764,Hacker Group,Social Engineering,Encryption,38,1.0,0.923610413106845,0.06138843547559025,0.5211267605633804,0.5920860479980912,3,High
USA,2023,DDoS,Telecommunications,11.73,489053,Nation-state,Zero-day,Antivirus,29,0.8,0.11287566589606997,0.4890148327030027,0.3943661971830986,0.35072795560594855,0,Low
China,2020,SQL Injection,Telecommunications,29.31,8884,Nation-state,Weak Passwords,Firewall,23,0.7,0.2895768418936577,0.008466680210686233,0.3098591549295775,0.2503425718065844,0,Low
Germany,2017,Ransomware,Retail,91.67,80135,Hacker Group,Social Engineering,AI-based Detection,35,1.0,0.9163735048748619,0.07977394163995392,0.47887323943661975,0.586256232329255,3,High
USA,2022,Phishing,Retail,47.66,20064,Insider,Social Engineering,Encryption,61,0.4,0.47401748919489395,0.01965550819596662,0.8450704225352113,0.4045177326437899,0,Low
India,2022,SQL Injection,Telecommunications,95.74,849940,Insider,Weak Passwords,AI-based Detection,61,0.7,0.9572821389084331,0.8501867973831353,0.8450704225352113,0.876982979285356,1,Critical
Japan,2021,Ransomware,Government,79.25,437649,Hacker Group,Weak Passwords,Firewall,10,1.0,0.7915368378731532,0.43757024292166524,0.1267605633802817,0.5732379207018172,3,High
Australia,2020,SQL Injection,Telecommunications,43.69,269137,Unknown,Unpatched Software,AI-based Detection,18,0.7,0.43411398130465373,0.26892518196857323,0.23943661971830985,0.37221047105609545,0,Low
UK,2018,Malware,Telecommunications,23.27,233460,Insider,Unpatched Software,Antivirus,11,0.6,0.22886722283646602,0.23322001058835423,0.14084507042253522,0.24968190639559973,0,Low
UK,2015,SQL Injection,Banking,6.96,474585,Nation-state,Unpatched Software,Firewall,34,0.7,0.06493114885918183,0.47453540843725706,0.46478873239436624,0.3312908285537231,0,Low
Russia,2024,SQL Injection,Government,41.65,674211,Hacker Group,Weak Passwords,Firewall,54,0.7,0.4136094079807016,0.6743190377207617,0.7464788732394366,0.5870352491563965,2,Medium
Brazil,2020,Phishing,Healthcare,18.79,267178,Nation-state,Social Engineering,Firewall,56,0.4,0.18383757161523773,0.2669646350970917,0.7746478873239437,0.3485539966400114,0,Low
Russia,2022,DDoS,Healthcare,58.93,104121,Hacker Group,Zero-day,Firewall,15,0.8,0.5872952055482964,0.10377888153753312,0.19718309859154928,0.3854883663988884,0,Low
UK,2020,Ransomware,IT,83.29,217598,Hacker Group,Unpatched Software,Encryption,24,1.0,0.8321439340637251,0.21734548558812905,0.323943661971831,0.562849951696295,3,High
China,2024,Ransomware,Government,65.96,44082,Nation-state,Social Engineering,VPN,48,1.0,0.6579555734244648,0.043692473361482215,0.6619718309859155,0.5086843375754136,0,Low
India,2018,Phishing,Banking,71.58,31733,Hacker Group,Unpatched Software,Encryption,49,0.4,0.7144436626796663,0.03133372230690015,0.676056338028169,0.47038884936957037,0,Low
Australia,2022,Man-in-the-Middle,Banking,34.16,346224,Nation-state,Zero-day,Encryption,64,0.5,0.33832545984521056,0.3460730516377422,0.8873239436619719,0.4666168881618013,0,Low
Australia,2015,DDoS,IT,61.01,419127,Unknown,Social Engineering,Firewall,26,0.6,0.6082018293295809,0.4190336175242267,0.35211267605633806,0.49941335220036803,3,High
USA,2024,Man-in-the-Middle,Education,53.59,810539,Unknown,Weak Passwords,Antivirus,22,0.3,0.5336214694944216,0.8107546854468176,0.295774647887324,0.5458299230092788,2,Medium
USA,2020,DDoS,Retail,11.79,692784,Hacker Group,Unpatched Software,Firewall,2,0.6,0.11347874158206855,0.692906703388974,0.014084507042253521,0.3160804090579703,2,Medium
USA,2020,SQL Injection,Retail,16.98,315050,Unknown,Unpatched Software,Encryption,8,0.7,0.16564478842094685,0.3148744359299488,0.09859154929577466,0.2504385560065183,0,Low
India,2016,SQL Injection,IT,29.24,786464,Unknown,Weak Passwords,Encryption,38,0.7,0.28887325359332594,0.7866606752727903,0.5211267605633804,0.5257728561318435,2,Medium
UK,2023,Man-in-the-Middle,IT,20.35,140061,Hacker Group,Weak Passwords,AI-based Detection,42,0.3,0.19951753945120118,0.13974726058860443,0.5774647887323944,0.2672241517035407,0,Low
Brazil,2021,SQL Injection,IT,34.32,673923,Hacker Group,Unpatched Software,Encryption,3,0.7,0.3399336616745402,0.6740308103093341,0.02816901408450704,0.4138165105795177,2,Medium
Japan,2017,SQL Injection,Government,35.88,221051,Insider,Zero-day,Encryption,18,0.8999999999999999,0.3556136295105036,0.22080121215639142,0.23943661971830985,0.34637313939478087,0,Low
Russia,2017,SQL Injection,Banking,33.84,442940,Nation-state,Unpatched Software,AI-based Detection,7,0.7,0.33510905618655146,0.4428654208170247,0.08450704225352114,0.3538046571704322,0,Low
Russia,2024,SQL Injection,Telecommunications,17.21,677688,Nation-state,Zero-day,Encryption,31,0.8999999999999999,0.16795657855060814,0.6777987832399763,0.4225352112676057,0.4450293086457573,2,Medium
Russia,2017,Ransomware,Education,95.08,679860,Unknown,Social Engineering,Encryption,66,1.0,0.9506483063624486,0.6799724983011597,0.9154929577464789,0.8673496635846231,1,Critical
Germany,2016,Phishing,Retail,27.85,963983,Unknown,Zero-day,Encryption,45,0.6000000000000001,0.27490200020102523,0.9643198483603563,0.619718309859155,0.583200416560348,2,Medium
UK,2020,DDoS,Retail,18.52,125100,Unknown,Weak Passwords,VPN,61,0.6,0.18112373102824408,0.12477444703871354,0.8450704225352113,0.3388959110299539,0,Low
China,2016,DDoS,Education,81.31,815317,Hacker Group,Social Engineering,Antivirus,72,0.6,0.8122424364257715,0.8155364582655716,1.0,0.8295579120499801,1,Critical
China,2020,Man-in-the-Middle,Retail,34.82,500252,Nation-state,Zero-day,Antivirus,29,0.5,0.3449592923911951,0.5002226756911203,0.3943661971830986,0.41692375910043383,0,Low
India,2018,DDoS,Education,55.3,512953,Unknown,Weak Passwords,Firewall,57,0.6,0.5508091265453815,0.5129337046930028,0.7887323943661972,0.5919502408992929,1,Critical
India,2023,Phishing,IT,88.71,337377,Hacker Group,Social Engineering,AI-based Detection,23,0.4,0.8866217710322646,0.33721906584295014,0.3098591549295775,0.5577862591517064,3,High
India,2024,DDoS,Retail,0.6,766733,Insider,Zero-day,AI-based Detection,55,0.8,0.001005126143330988,0.7669140952211295,0.7605633802816901,0.4625889550800093,2,Medium
USA,2023,Malware,Retail,50.02,578310,Nation-state,Weak Passwords,Antivirus,15,0.6,0.4977384661775054,0.5783423120842345,0.19718309859154928,0.47203469981458235,3,High
France,2022,Man-in-the-Middle,Telecommunications,12.96,255574,Insider,Social Engineering,Firewall,69,0.3,0.12523871745904114,0.25535147231165395,0.9577464788732395,0.34825022445176057,0,Low
China,2023,Phishing,IT,43.58,169152,Nation-state,Unpatched Software,Encryption,49,0.4,0.43300834254698967,0.1688612315116627,0.676056338028169,0.3990729740779285,0,Low
USA,2020,Man-in-the-Middle,IT,33.22,216472,Unknown,Zero-day,Encryption,55,0.5,0.3288772740978993,0.2162185964726169,0.7605633802816901,0.39852916463728283,0,Low
Japan,2020,Phishing,Retail,38.96,370096,Nation-state,Weak Passwords,Encryption,23,0.4,0.38657151472509804,0.369963901518298,0.3098591549295775,0.3675896073314442,0,Low
India,2020,Phishing,Telecommunications,30.14,742555,Insider,Zero-day,Firewall,57,0.6000000000000001,0.2979193888833049,0.742717003715932,0.7887323943661972,0.5597293355413411,2,Medium
Russia,2020,Man-in-the-Middle,IT,21.72,870019,Insider,Social Engineering,AI-based Detection,5,0.3,0.21328776761483567,0.8702816522236044,0.056338028169014086,0.38766720834681834,2,Medium
Australia,2022,Malware,IT,93.2,941679,Hacker Group,Social Engineering,Antivirus,43,0.6,0.931751934867826,0.9419982366086843,0.5915492957746479,0.8336101040846653,1,Critical
France,2024,DDoS,Retail,88.17,738419,Unknown,Zero-day,Firewall,11,0.8,0.8811940898582773,0.738577737835152,0.14084507042253522,0.6822199713783637,3,High
Brazil,2018,Phishing,Retail,42.46,4136,Nation-state,Zero-day,Encryption,23,0.6000000000000001,0.4217509297416826,0.0037149310806226113,0.3098591549295775,0.29178668220677534,0,Low
India,2022,SQL Injection,Education,61.41,995847,Nation-state,Social Engineering,Encryption,1,0.7,0.6122223339029048,0.9962090089080285,0.0,0.6137516362335704,3,High
Japan,2022,Ransomware,Education,51.51,536995,Hacker Group,Weak Passwords,Encryption,3,1.0,0.512714845713137,0.5369946888094707,0.02816901408450704,0.4718181477449974,3,High
Germany,2016,Malware,Telecommunications,77.7,57200,Hacker Group,Social Engineering,VPN,26,0.6,0.7759573826515229,0.05682083163616094,0.35211267605633806,0.4578517377627251,3,High
USA,2016,Phishing,Government,14.65,936566,Nation-state,Social Engineering,VPN,61,0.4,0.14222534928133485,0.9368811992662212,0.8450704225352113,0.5469685839994425,2,Medium
Japan,2019,DDoS,Healthcare,68.4,567370,Insider,Unpatched Software,VPN,9,0.6,0.682480651321741,0.5673936736084771,0.11267605633802817,0.5257455738788452,3,High
India,2015,Malware,Banking,34.51,970056,Hacker Group,Unpatched Software,Firewall,30,0.6,0.341843401346869,0.9703976437409116,0.4084507042253521,0.5695467945060915,2,Medium
Brazil,2020,Ransomware,IT,71.74,3432,Hacker Group,Unpatched Software,AI-based Detection,45,1.0,0.7160518645089959,0.0030103751860217714,0.619718309859155,0.5112675203312359,0,Low
Brazil,2015,Malware,Education,37.54,49473,Insider,Social Engineering,Firewall,51,0.6,0.372298723489798,0.049087730219142915,0.7042253521126761,0.3644908788841973,0,Low
France,2019,Man-in-the-Middle,IT,76.35,460984,Hacker Group,Zero-day,Firewall,55,0.5,0.7623881797165545,0.4609236687746633,0.7605633802816901,0.6453450485753589,1,Critical
UK,2024,Phishing,IT,71.2,228010,Nation-state,Social Engineering,Antivirus,59,0.4,0.7106241833350087,0.22776570714293579,0.8169014084507042,0.555959667167025,1,Critical
Russia,2024,Ransomware,Government,48.88,172789,Hacker Group,Unpatched Software,VPN,10,1.0,0.48628002814353205,0.17250110337055938,0.1267605633802817,0.37161445494463696,0,Low
China,2020,Man-in-the-Middle,Retail,48.24,338732,Nation-state,Unpatched Software,Firewall,15,0.3,0.4798472208262137,0.33857513578213216,0.19718309859154928,0.362948048783435,0,Low
Germany,2017,Ransomware,Healthcare,32.0,175755,Insider,Weak Passwords,Firewall,30,1.0,0.31661473514926125,0.17546944539241463,0.4084507042253521,0.36097686852249933,0,Low
Brazil,2023,DDoS,Education,50.34,897521,Nation-state,Social Engineering,AI-based Detection,19,0.6,0.5009548698361646,0.8978053684356958,0.25352112676056343,0.5804277838172873,2,Medium
Russia,2016,Ransomware,Healthcare,5.18,719532,Insider,Unpatched Software,VPN,10,1.0,0.047039903507890245,0.7196758242253138,0.1267605633802817,0.36007082134680657,2,Medium
Australia,2024,DDoS,Government,95.28,583925,Insider,Zero-day,Encryption,70,0.8,0.9526585586491105,0.58396174581745,0.971830985915493,0.8306181443879779,1,Critical
Russia,2016,Phishing,Retail,70.4,480522,Unknown,Zero-day,Antivirus,72,0.6000000000000001,0.7025831741883608,0.4804770964290826,1.0,0.6851763986040691,1,Critical
Brazil,2015,SQL Injection,IT,47.2,16957,Unknown,Zero-day,Firewall,49,0.8999999999999999,0.4693939089355715,0.016546054837266604,0.676056338028169,0.41793264763104243,0,Low
France,2016,Ransomware,IT,29.35,316228,Unknown,Unpatched Software,VPN,7,1.0,0.28997889235099006,0.3160533661058576,0.08450704225352114,0.3277089752228576,0,Low
Australia,2018,SQL Injection,Banking,20.28,363414,Insider,Unpatched Software,Antivirus,59,0.7,0.19881395115086947,0.36327662525732807,0.8169014084507042,0.4218888497276871,0,Low
UK,2015,Man-in-the-Middle,Telecommunications,71.9,733671,Insider,Zero-day,VPN,20,0.5,0.7176600663383256,0.7338259887050883,0.26760563380281693,0.6107329499074202,3,High
France,2019,SQL Injection,Telecommunications,27.91,399457,Nation-state,Weak Passwords,Firewall,48,0.7,0.27550507588702383,0.3993480856395697,0.6619718309859155,0.43240082224386356,0,Low
China,2017,DDoS,Government,57.34,171772,Nation-state,Social Engineering,Firewall,8,0.6,0.5713136998693337,0.17148330032395562,0.09859154929577466,0.35968877990407505,3,High
USA,2015,Phishing,Government,82.4,197305,Insider,Unpatched Software,AI-based Detection,34,0.4,0.8231983113880793,0.19703646176833522,0.46478873239436624,0.5213480095646056,3,High
Russia,2023,Ransomware,Healthcare,15.08,677971,Insider,Social Engineering,VPN,51,1.0,0.14654739169765807,0.6780820067032889,0.7042253521126761,0.5028886291125851,2,Medium
India,2021,Man-in-the-Middle,Banking,55.12,942454,Hacker Group,Social Engineering,VPN,66,0.3,0.5489998994873857,0.942773848566519,0.9154929577464789,0.7155307059142058,1,Critical
Russia,2022,Ransomware,Government,38.84,211205,Insider,Unpatched Software,Antivirus,54,1.0,0.3853653633531009,0.21094743752820977,0.7464788732394366,0.46672615124759065,0,Low
Japan,2024,Malware,Telecommunications,42.79,483399,Insider,Zero-day,Antivirus,50,0.8,0.42506784601467484,0.48335636817448974,0.6901408450704226,0.5330622178723015,1,Critical
China,2016,DDoS,Telecommunications,97.83,699791,Nation-state,Weak Passwords,Encryption,2,0.6,0.9782892753040507,0.6999192362774229,0.014084507042253521,0.6641083824132978,3,High
Germany,2019,Phishing,Education,10.04,679314,Nation-state,Unpatched Software,Antivirus,39,0.4,0.09588903407377626,0.6794260671669948,0.5352112676056339,0.3892256873007358,2,Medium
Brazil,2020,SQL Injection,Retail,96.97,466897,Insider,Unpatched Software,VPN,58,0.7,0.9696451904714043,0.46684133781553655,0.8028169014084507,0.7584738578149127,1,Critical
Brazil,2024,SQL Injection,Healthcare,41.05,175957,Hacker Group,Zero-day,Antivirus,69,0.8999999999999999,0.4075786511207157,0.17567160489626316,0.9577464788732395,0.4972822376918131,0,Low
India,2019,Ransomware,Government,10.37,912202,Nation-state,Weak Passwords,VPN,15,1.0,0.09920595034676852,0.9124979608911432,0.19718309859154928,0.45286838812436025,2,Medium
Russia,2019,DDoS,Education,33.73,985398,Nation-state,Social Engineering,Antivirus,54,0.6,0.33400341742888734,0.9857517581371703,0.7464788732394366,0.6386226690605934,2,Medium
China,2023,SQL Injection,Education,4.18,715127,Nation-state,Weak Passwords,Antivirus,60,0.7,0.036988642074580365,0.7152673459359435,0.8309859154929577,0.46557284370920676,2,Medium
USA,2021,Malware,Retail,72.24,472835,Hacker Group,Unpatched Software,Encryption,57,0.6,0.7210774952256508,0.4727840265969851,0.7887323943661972,0.6480126849425953,1,Critical
Australia,2016,DDoS,Healthcare,98.25,412019,Unknown,Weak Passwords,Antivirus,34,0.6,0.9825108051060409,0.41192000488385344,0.46478873239436624,0.6695380699864457,3,High
India,2021,SQL Injection,Retail,85.69,172469,Insider,Weak Passwords,Antivirus,16,0.7,0.8562669615036688,0.17218085069119538,0.2112676056338028,0.5064145609355867,3,High
UK,2015,Phishing,Banking,39.12,893284,Unknown,Unpatched Software,AI-based Detection,21,0.4,0.38817971655442757,0.8935650228029917,0.28169014084507044,0.5196794216316827,2,Medium
India,2021,Malware,Telecommunications,82.66,586,Hacker Group,Zero-day,VPN,23,0.8,0.8258116393607399,0.00016212791892803417,0.3098591549295775,0.47234512510588994,3,High
Japan,2017,Phishing,IT,49.12,845169,Nation-state,Social Engineering,VPN,1,0.4,0.4886923308875264,0.8454120300917425,0.0,0.48910054138253334,3,High
Germany,2018,Ransomware,Government,89.36,184748,Unknown,Unpatched Software,Firewall,4,1.0,0.8931550909639161,0.18446954647216657,0.04225352112676056,0.5210536045525686,3,High
Japan,2021,Malware,Healthcare,77.84,783976,Nation-state,Weak Passwords,Firewall,62,0.6,0.7773645592521863,0.7841707106907351,0.8591549295774649,0.7780280228235881,1,Critical
France,2015,Phishing,IT,49.84,282583,Unknown,Weak Passwords,VPN,15,0.4,0.4959292391195096,0.2823817992396001,0.19718309859154928,0.36252285513799376,0,Low
Germany,2020,SQL Injection,Healthcare,96.31,591828,Unknown,Unpatched Software,Encryption,16,0.7,0.9630113579254198,0.5918709862081183,0.2112676056338028,0.675019360159364,3,High
India,2018,SQL Injection,Government,18.44,27344,Nation-state,Zero-day,VPN,1,0.8999999999999999,0.1803196301135793,0.026941256651498036,0.0,0.17021022904088112,0,Low
Australia,2024,Ransomware,Healthcare,18.16,200307,Unknown,Social Engineering,Antivirus,59,1.0,0.1775052769122525,0.20004083221661892,0.8169014084507042,0.3943946421200275,0,Low
China,2018,Man-in-the-Middle,IT,68.28,528411,Insider,Zero-day,AI-based Detection,10,0.5,0.6812744999497438,0.5284039106855309,0.1267605633802817,0.5063830858616132,3,High
France,2015,Phishing,Banking,95.72,551812,Insider,Weak Passwords,Encryption,69,0.4,0.9570811136797669,0.5518233886536478,0.9577464788732395,0.779928757842649,1,Critical
Brazil,2019,SQL Injection,Education,96.6,975019,Unknown,Unpatched Software,Firewall,38,0.7,0.9659262237410795,0.975364562639923,0.5211267605633804,0.8532052104010849,1,Critical
China,2015,DDoS,Government,97.15,399851,Nation-state,Social Engineering,VPN,38,0.6,0.9714544175294001,0.3997423967510366,0.5211267605633804,0.6727298381497473,1,Critical
India,2024,Ransomware,Government,79.3,998833,Hacker Group,Social Engineering,Firewall,21,1.0,0.7920394009448186,0.999197366722344,0.28169014084507044,0.7729129985636447,3,High
France,2017,Man-in-the-Middle,Education,76.35,517640,Hacker Group,Unpatched Software,Firewall,4,0.3,0.7623881797165545,0.5176244056560626,0.04225352112676056,0.4986932978087927,3,High
Russia,2023,DDoS,Banking,33.51,615332,Hacker Group,Social Engineering,AI-based Detection,65,0.6,0.33179213991355916,0.6153935455074053,0.9014084507042254,0.5576166097584903,2,Medium
France,2017,SQL Injection,Healthcare,96.08,592364,Insider,Weak Passwords,Antivirus,21,0.7,0.9606995677957585,0.592407409446053,0.28169014084507044,0.6883400781211334,3,High
China,2020,Phishing,Education,33.69,943680,Insider,Zero-day,AI-based Detection,46,0.6000000000000001,0.3336013669715549,0.9440008166443324,0.6338028169014085,0.6034013551622035,2,Medium
Brazil,2017,Man-in-the-Middle,Retail,17.99,506551,Unknown,Unpatched Software,Antivirus,53,0.3,0.17579656246858982,0.5065266495264764,0.7323943661971831,0.3987554930848155,2,Medium
Japan,2022,Ransomware,Government,86.84,122651,Insider,Weak Passwords,AI-based Detection,59,1.0,0.8678259121519752,0.1223235132519558,0.8169014084507042,0.6472077005265177,1,Critical
USA,2018,Man-in-the-Middle,Retail,97.62,459039,Nation-state,Weak Passwords,Firewall,68,0.3,0.9761785104030557,0.4589771329579039,0.943661971830986,0.7468969384147908,1,Critical
Germany,2021,Ransomware,IT,25.85,176331,Insider,Weak Passwords,Antivirus,25,1.0,0.2547994773344055,0.17604590021526986,0.33802816901408456,0.32233919480116,0,Low
USA,2018,Ransomware,Healthcare,27.37,543437,Unknown,Unpatched Software,Firewall,20,1.0,0.2700773947130365,0.5434417755609176,0.26760563380281693,0.4245846173140533,2,Medium
Germany,2022,SQL Injection,Telecommunications,29.02,859311,Insider,Zero-day,AI-based Detection,47,0.8999999999999999,0.2866619760779978,0.859565196940386,0.647887323943662,0.5921118143020473,2,Medium
USA,2018,DDoS,Retail,90.78,877041,Unknown,Unpatched Software,VPN,48,0.6,0.9074278821992161,0.8773091969563986,0.6619718309859155,0.8185582781637892,1,Critical
France,2022,Ransomware,Healthcare,42.33,657939,Nation-state,Social Engineering,Antivirus,47,1.0,0.4204442657553523,0.6580341889751014,0.647887323943662,0.5951654277834038,2,Medium
Japan,2019,DDoS,Banking,81.89,920270,Nation-state,Unpatched Software,Antivirus,20,0.6,0.8180721680570913,0.9205723315696085,0.26760563380281693,0.7169216934542824,3,High
USA,2015,Ransomware,Healthcare,43.81,905935,Unknown,Unpatched Software,VPN,60,1.0,0.435320132676651,0.9062260123237235,0.8309859154929577,0.712193039866369,2,Medium
Australia,2019,Malware,Telecommunications,93.71,217863,Insider,Unpatched Software,VPN,31,0.6,0.936878078198814,0.21761069483822737,0.4225352112676057,0.5845414819845149,3,High
UK,2020,Man-in-the-Middle,Government,54.29,930468,Insider,Social Engineering,AI-based Detection,35,0.3,0.5406573524977385,0.9307783841450905,0.47887323943661975,0.6212711041299465,2,Medium
Japan,2022,Phishing,Healthcare,55.72,179545,Unknown,Zero-day,Encryption,15,0.6000000000000001,0.5550306563473716,0.17926243806363223,0.19718309859154928,0.37522761367634816,0,Low
India,2023,Ransomware,Retail,5.57,582097,Insider,Weak Passwords,Antivirus,40,1.0,0.0509598954668811,0.5821323023865831,0.5492957746478874,0.4048828038323049,2,Medium
France,2023,SQL Injection,Banking,48.1,360752,Unknown,Zero-day,Antivirus,21,0.8999999999999999,0.47844004422555036,0.3606125232808687,0.28169014084507044,0.4458978028434948,0,Low
India,2020,Phishing,Retail,25.79,907128,Insider,Unpatched Software,Antivirus,13,0.4,0.2541964016484069,0.9074199543439775,0.16901408450704225,0.4477073638639645,2,Medium
UK,2024,Man-in-the-Middle,Banking,14.84,817793,Hacker Group,Social Engineering,VPN,64,0.3,0.1441350889536637,0.8180144133721506,0.8873239436619719,0.510523148325505,2,Medium
China,2024,Malware,Healthcare,85.76,922209,Nation-state,Zero-day,Antivirus,27,0.8,0.8569705498040006,0.9225128626486299,0.36619718309859156,0.7727815153359074,3,High
USA,2019,DDoS,Retail,18.76,411707,Insider,Social Engineering,VPN,42,0.6,0.18353603377223845,0.4116077585214735,0.5774647887323944,0.3723896988118163,0,Low
India,2020,Phishing,Healthcare,38.19,847958,Insider,Weak Passwords,Firewall,32,0.4,0.3788320434214494,0.8482032323503245,0.4366197183098592,0.5333177307356489,2,Medium
India,2015,Man-in-the-Middle,Banking,38.1,187807,Nation-state,Unpatched Software,VPN,37,0.3,0.37792742989245154,0.18753096192896196,0.5070422535211268,0.3388387112398946,0,Low
China,2024,SQL Injection,Telecommunications,10.18,637350,Unknown,Weak Passwords,Antivirus,52,0.7,0.09729621067443965,0.6374289314268958,0.7183098591549296,0.44380913552883056,2,Medium
China,2024,SQL Injection,IT,36.27,237068,Hacker Group,Zero-day,Encryption,65,0.8999999999999999,0.35953362146949447,0.23683085954818353,0.9014084507042254,0.48514439659309794,0,Low
Australia,2022,Ransomware,Government,92.07,819812,Nation-state,Unpatched Software,Encryption,63,1.0,0.9203940094481857,0.820035007621013,0.8732394366197184,0.8888159933895218,1,Critical
Brazil,2023,SQL Injection,Healthcare,72.9,434510,Hacker Group,Social Engineering,Firewall,72,0.7,0.7277113277716355,0.43442876429502886,1.0,0.6914131603971628,1,Critical
USA,2019,DDoS,Telecommunications,57.52,513601,Nation-state,Unpatched Software,VPN,14,0.6,0.5731229269273295,0.5135822163687149,0.18309859154929578,0.4799435539914054,3,High
Japan,2015,Malware,Healthcare,5.79,821803,Unknown,Social Engineering,Firewall,40,0.6,0.053171172982209275,0.8220275797604311,0.5492957746478874,0.4377358980505905,2,Medium
Russia,2020,Man-in-the-Middle,IT,14.68,12585,Unknown,Zero-day,Antivirus,30,0.5,0.14252688712433412,0.012170602605455706,0.4084507042253521,0.19235207647644076,0,Low
Russia,2020,Man-in-the-Middle,Telecommunications,10.12,405253,Hacker Group,Unpatched Software,Antivirus,52,0.3,0.09669313498844105,0.4051486622945505,0.7183098591549296,0.33388382451472753,0,Low
Japan,2017,DDoS,IT,86.89,703035,Unknown,Unpatched Software,Firewall,15,0.6,0.8683284752236407,0.7031657978144756,0.19718309859154928,0.6577177491521089,3,High
Australia,2022,Phishing,Government,9.84,580402,Nation-state,Social Engineering,VPN,70,0.4,0.09387878178711428,0.5804359639755767,0.971830985915493,0.4460484990906174,2,Medium
France,2017,Man-in-the-Middle,Education,49.94,640572,Hacker Group,Social Engineering,Firewall,51,0.3,0.4969343652628405,0.6406534755922423,0.7042253521126761,0.5618148592053441,1,Critical
Japan,2023,Phishing,Banking,75.13,85528,Hacker Group,Social Engineering,VPN,55,0.4,0.7501256407679164,0.08517120007686065,0.7605633802816901,0.5177142923865629,1,Critical
UK,2024,Malware,Healthcare,33.21,79940,Unknown,Zero-day,Firewall,64,0.8,0.3287767614835662,0.07957878766346647,0.8873239436619719,0.4128491296248608,0,Low
China,2023,SQL Injection,Telecommunications,54.41,215401,Hacker Group,Social Engineering,VPN,50,0.7,0.5418635038697357,0.21514675078637047,0.6901408450704226,0.48931759579788997,0,Low
France,2018,Malware,IT,59.56,450313,Nation-state,Zero-day,AI-based Detection,26,0.8,0.5936275002512816,0.4502442427074963,0.35211267605633806,0.5229468081240292,3,High
Australia,2016,Malware,Retail,45.71,461668,Nation-state,Unpatched Software,Firewall,10,0.6,0.45441752939993973,0.46160820887680387,0.1267605633802817,0.4056015870990734,3,High
France,2021,Man-in-the-Middle,Banking,4.94,71156,Insider,Social Engineering,Encryption,34,0.3,0.04462760076389588,0.07078785161492418,0.46478873239436624,0.16204514226890884,0,Low
India,2017,Ransomware,Government,89.47,201732,Unknown,Zero-day,Antivirus,39,1.2,0.8942607297215801,0.2014669574294118,0.5352112676056339,0.6451866326385823,1,Critical
Russia,2018,Man-in-the-Middle,Government,45.91,322132,Nation-state,Weak Passwords,Encryption,44,0.3,0.4564277816866017,0.3219620280401237,0.6056338028169015,0.4302864816500581,0,Low
Japan,2021,Phishing,Banking,82.85,854309,Insider,Zero-day,Antivirus,16,0.6000000000000001,0.8277213790330686,0.8545592472460772,0.2112676056338028,0.6897098469138112,3,High
USA,2016,Phishing,Retail,89.85,998085,Insider,Zero-day,VPN,7,0.6000000000000001,0.8980802090662379,0.9984487760843306,0.08450704225352114,0.7356681249024986,3,High
France,2018,Malware,IT,10.81,479628,Insider,Weak Passwords,VPN,13,0.6,0.10362850537742488,0.4795823905061094,0.16901408450704225,0.2791289362042112,0,Low
Russia,2022,Malware,Healthcare,34.32,554162,Insider,Weak Passwords,Encryption,33,0.6,0.3399336616745402,0.5541752442677272,0.4507042253521127,0.4523668830205568,2,Medium
USA,2022,Phishing,Government,92.54,653402,Hacker Group,Social Engineering,Firewall,5,0.4,0.9251181023218416,0.6534936064554934,0.056338028169014086,0.6173629284991875,3,High
UK,2016,Man-in-the-Middle,Government,62.9,119785,Hacker Group,Unpatched Software,Encryption,14,0.3,0.6271987134385366,0.11945525019240182,0.18309859154929578,0.3533357787429944,0,Low
Germany,2018,DDoS,Banking,48.76,754656,Hacker Group,Unpatched Software,VPN,35,0.6,0.48507387677153485,0.7548275589440069,0.47887323943661975,0.57625246627914,2,Medium
USA,2016,Malware,Retail,41.11,848855,Unknown,Unpatched Software,VPN,37,0.6,0.4081817268067143,0.8491009406421667,0.5070422535211268,0.5794114236195611,2,Medium
China,2021,SQL Injection,Healthcare,57.2,328454,Nation-state,Zero-day,VPN,10,0.8999999999999999,0.5699065232686703,0.3282890200368091,0.1267605633802817,0.44180142799456723,3,High
Russia,2018,DDoS,Education,13.13,510702,Hacker Group,Weak Passwords,Firewall,15,0.6,0.12694743190270383,0.5106809272516015,0.19718309859154928,0.30341987065487186,0,Low
Australia,2015,Man-in-the-Middle,Education,20.96,248083,Hacker Group,Social Engineering,Encryption,70,0.3,0.2056488089255202,0.24785455724566685,0.971830985915493,0.3809820879270067,0,Low
Brazil,2023,DDoS,Government,42.75,746425,Unknown,Zero-day,VPN,24,0.8,0.42466579555734246,0.7465900595569905,0.323943661971831,0.5386320684844004,2,Medium
Japan,2018,Ransomware,Education,82.89,336607,Unknown,Zero-day,AI-based Detection,17,1.2,0.8281234294904012,0.33644845783323046,0.22535211267605634,0.5972543316813409,3,High
Brazil,2021,Ransomware,Government,21.21,570810,Insider,Social Engineering,Firewall,72,1.0,0.20816162428384766,0.5708363899116403,1.0,0.5545155666870312,2,Medium
